Sdlg	Species	Fire	FirePatch	Ht2017.cm.fall	Elevation	Nearby_Easting	Nearby_Northing	Slope.Deg	Aspect.deg	BasDia2016.cm	Datasheet1_2016	Date1_2016	Date2_2016	personel2	personel1	ShrubSpp03	Cov1.3	Ht1.3	Years	DataSheet2017	BasDia2017.mm.1	BasDia2017.mm.2	siteclass	Y	X	incidrad	heatload	Year	VertGrowth_cm	Ht_cm1	FireYear	Ht_cm2
115	ABCO	WRTS	WRTS-1	122	2112	738851	4298772	10	270	2.1	Data_Sheet_WRTS_1_JUN_26_2	6/26/2016	9/9/9999	0	CT	CECO	1190	115.5462185	35	Shrubs_Summer17_Wrights_KindleFire_Sep5	27.5	22	3	38.79694158	-120.2445362	0.937839983	0.997023705	2016	6.9	103.6	1981	110.5
116	PIPO	WRTS	WRTS-1	220	2112	738851	4298772	23	60	8.24	Data_Sheet_WRTS_1_JUN_29	6/29/2016	9/9/9999	0	CT VF	CECO	520	66.53846154	35	paper in maroon binder	92	92	3	38.79708341	-120.2444287	0.776519749	0.688770818	2016	25.1	179.3	1981	204.4
117	ABCO	WRTS	WRTS-1	143	2112	738851	4298772	23	60	3.85	Data_Sheet_WRTS_1_JUN_29	6/29/2016	9/9/9999	0	CT VF	CECO	1170	90.76923077	35	paper in maroon binder	42.2	40	3	38.7971006	-120.2444696	0.776519592	0.688770661	2016	13.4	116.9	1981	130.3
118	ABCO	WRTS	WRTS-1	120	2112	738851	4298772	23	60	3.16	Data_Sheet_WRTS_1_JUN_29	6/29/2016	9/9/9999	0	CT VF	CECO	1170	90.76923077	35	paper in maroon binder	32	32.8	3	38.7971006	-120.2444696	0.776519592	0.688770661	2016	9	101.9	1981	110.9
119	ABCO	WRTS	WRTS-1	135	2112	738851	4298772	23	60	4.89	Data_Sheet_WRTS_1_JUN_29	6/29/2016	9/9/9999	0	CT VF	PREM	680	83.38235294	35	paper in maroon binder	56.2	56.6	3	38.79708341	-120.2444287	0.776519749	0.688770818	2016	8.5	116.7	1981	125.2
120	ABCO	WRTS	WRTS-1	111	2112	738851	4298772	23	60	2.76	Data_Sheet_WRTS_1_JUN_29	6/29/2016	9/9/9999	0	CT VF	PREM	1190	125.8823529	35	paper in maroon binder	30.8	28.8	3	38.79708341	-120.2444287	0.776519749	0.688770818	2016	14.3	90	1981	104.3
121	PIPO	WRTS	WRTS-1	175	2112	738851	4298772	23	60	3.85	Data_Sheet_WRTS_1_JUN_29	6/29/2016	9/9/9999	0	CT VF	CECO	1370	110.1459854	35	paper in maroon binder	40.3	40.8	3	38.79708341	-120.2444287	0.776519749	0.688770818	2016	6.4	163.2	1981	169.6
122	ABCO	WRTS	WRTS-1	111	2112	738851	4298772	21	79	2.32	Data_Sheet_WRTS_1_JUN_29_4	6/29/2016	9/9/9999	0	CT VF	CECO	1290	86.58914729	35	paper in maroon binder	23.6	21	6	38.79740254	-120.2440543	0.849932439	0.739689078	2016	5.1	100.1	1981	105.2
124	ABCO	WRTS	WRTS-1	91	2112	738851	4298772	18	60	1.83	Data_Sheet_WRTS_1_JUN_29_4	6/29/2016	9/9/9999	0	CT VF	CECO	1190	90.67226891	35	Shrubs_Summer17_Wrights_KindleFire_Sep5	18.3	18.6	3	38.7983899	-120.2443643	0.825475157	0.75607728	2016	7.4	78.1	1981	85.5
286	PIPO	FRDS	FRDS-mid	78	1638	0	0	5	166	1.77	Data_Sheet_FRDS_MID_JUL_27_2016	7/27/2016	9/9/9999	0	VF HH	CEIN	450	195.3333333	12	Shrubs_Summer17_Freds_KindleFire_Sep5_done	20.3	21.8	4	38.78755404	-120.2998363	0.996478539	0.97735359	2016	24.8	40.6	2004	65.4
287	PIPO	FRDS	FRDS-mid	70	1638	0	0	5	166	1.87	Data_Sheet_FRDS_MID_JUL_27_2016	7/27/2016	9/9/9999	0	VF HH	CEIN	450	195.3333333	12	Shrubs_Summer17_Freds_KindleFire_Sep5_done	16.3	17.3	4	38.78755404	-120.2998363	0.996478539	0.97735359	2016	15	50.3	2004	65.3
288	PIPO	FRDS	FRDS-mid	216	1638	0	0	5	166	5.85	Data_Sheet_FRDS_MID_JUL_27_2016	7/27/2016	9/9/9999	0	VF HH	CEIN	520	156.3461538	12	Shrubs_Summer17_Freds_KindleFire_Sep5_done	67.5	66.2	4	38.78755404	-120.2998363	0.996478539	0.97735359	2016	38.8	161.9	2004	200.7
289	PIPO	FRDS	FRDS-mid	222	1638	0	0	5	166	5.61	Data_Sheet_FRDS_MID_JUL_27_2016	7/27/2016	9/9/9999	0	VF HH	CEIN	310	156.1290323	12	Shrubs_Summer17_Freds_KindleFire_Sep5_done	73.3	74.5	4	38.78755404	-120.2998363	0.996478539	0.97735359	2016	43.4	159.5	2004	202.9
290	PIPO	FRDS	FRDS-mid	276	1638	0	0	2	191	7	Data_Sheet_FRDS_MID_JUL_28_2016(1)	7/28/2016	9/9/9999	0	VF HH	CEIN	380	165.5263158	12	Shrubs_Summer17_Freds_KindleFire_Sep5_done	8.7	8.7	4	38.78730874	-120.3002361	0.980661059	0.978094264	2016	46.5	179	2004	225.5
291	PIPO	FRDS	FRDS-mid	165	1638	0	0	7	208	3.15	Data_Sheet_FRDS_MID_JUL_28_2016(1)	7/28/2016	9/9/9999	0	VF HH	CEIN	1060	204.9056604	12	paper in maroon binder	30.9	30	4	38.787214	-120.3002301	1.001025572	1.005334647	2016	19	131	2004	150
292	PIPO	FRDS	FRDS-mid	238	1638	0	0	13	206	6.86	Data_Sheet_FRDS_MID_JUL_28_2016(1)	7/28/2016	9/9/9999	0	VF HH	CEIN	500	147.6	12	paper in maroon binder	90	80	4	38.787214	-120.3002301	1.02250931	1.027575483	2016	31	181	2004	212
293	PIPO	FRDS	FRDS-mid	162	1638	0	0	5	224	3.2	Data_Sheet_FRDS_MID_JUL_28_2016(1)	7/28/2016	9/9/9999	0	VF HH	CEIN	640	190	12	paper in maroon binder	35.1	37.1	4	38.78730577	-120.3003487	0.985938357	0.997722232	2016	29	111	2004	140
294	PIPO	FRDS	FRDS-mid	54	1638	0	0	12	243	1.2	Data_Sheet_FRDS_MID_JUL_28_2016(1)	7/28/2016	9/9/9999	0	VF HH	CECO	40	90	12	paper in maroon binder	14.6	15.2	4	38.78741235	-120.3004554	0.975021681	1.024834374	2016	14.7	25.3	2004	40
129	ABCO	FRDS	FRDS-N	31	1805	738851	4298772	21	310	0.53	Data_Sheet_FRDS_JUN_28_2	6/28/2016	9/9/9999	0	CT vf 	CHSE	890	121.5730337	12	Shrubs_Summer17_Aug31_1426_done	5.4	5.9	4	38.79491286	-120.3378043	0.771883574	0.897969136	2016	7.9	18.6	2004	26.5
133	PIPO	FRDS	FRDS-N	101	1805	0	0	21	130	2.79	Data_Sheet_FRDS_N_JUN29	6/29/2016	9/9/9999	0	CT vf	CECO	830	65.30120482	12	Shrubs_Summer17_Aug31_1426_done	32.8	33	4	38.79535316	-120.3365669	0.993941238	0.867855676	2016	17	72.5	2004	89.5
140	PIPO	FRDS	FRDS-SE	70	1316	738851	4298772	8	270	1.25	Data_Sheet_FRDS_SE_JUL_1	7/1/2016	9/9/9999	0	CT vf	CHFO	1090	51.28440367	12	Shrubs_Summer17_Sep1_done_Fire	13.6	13.7	2	38.7766609	-120.2901466	0.945697214	0.993130952	2016	12.4	49.3	2004	61.7
141	PIPO	FRDS	FRDS-SE	125	1316	738851	4298772	8	270	3.82	Data_Sheet_FRDS_SE_JUL_1	7/1/2016	9/9/9999	0	CT vf	CHFO	690	49.56521739	12	Shrubs_Summer17_Sep1_done_Fire	44.2	41.2	2	38.7766609	-120.2901466	0.945697214	0.993130952	2016	22.2	81.8	2004	104
142	PIPO	FRDS	FRDS-SE	156	1316	738851	4298772	8	270	4.05	Data_Sheet_FRDS_SE_JUL_1	7/1/2016	9/9/9999	0	CT vf	CHFO	980	91.73469388	12	Shrubs_Summer17_Sep1_done_Fire	46.4	46.9	2	38.7766609	-120.2901466	0.945697214	0.993130952	2016	23.9	111.1	2004	135
143	PIPO	FRDS	FRDS-SE	39	1316	738851	4298772	15	210	0.77	Data_Sheet_FRDS_SE_JUL_1	7/1/2016	9/9/9999	0	CT vf	CHFO	1220	94.75409836	12	Shrubs_Summer17_Sep1_done_Fire	7.5	7.7	2	38.77668184	-120.2900329	1.02371412	1.036176776	2016	2.8	31.9	2004	34.7
159	PIPO	STAR	STAR-NW	124	1643	0	0	19	112	2.45	Data_Sheet_STAR_JUL_5_2016	7/5/2016	9/9/9999	0	vf hh	CECO	1070	96.91588785	15	Shrubs_Summer17_Star_KindleFire_Sep6	22	21.4	6	39.13534746	-120.4836887	0.950095687	0.829995945	2016	9.4	108.8	2001	118.2
161	PIPO	STAR	STAR-NW	76	1676	0	0	15	108	1.45	Data_Sheet_STAR_JUL_5_2016	7/5/2016	9/9/9999	0	vf hh	CECO	1220	96.06557377	15	Shrubs_Summer17_Star_KindleFire_Sep6	13.6	14	6	39.13538828	-120.4849794	0.950907851	0.855722071	2016	15.5	60.5	2001	76
162	ABCO	STAR	STAR-NW	49	1679	0	0	12	132	1.6	Data_Sheet_STAR_JUL_5_2016	7/5/2016	9/9/9999	0	vf hh	CECO	740	83.24324324	15	Shrubs_Summer17_Star_KindleFire_Sep6	16.4	16.2	6	39.13558729	-120.4850967	0.993369099	0.921068456	2016	3.5	41	2001	44.5
163	ABCO	STAR	STAR-NW	59	1679	0	0	12	132	2.32	Data_Sheet_STAR_JUL_5_2016	7/5/2016	9/9/9999	0	vf hh	CECO	1110	78.01801802	15	Shrubs_Summer17_Star_KindleFire_Sep6	25.4	25.2	6	39.13558729	-120.4850967	0.993369099	0.921068456	2016	2.8	51.1	2001	53.9
164	ABCO	STAR	STAR-NW	68	1679	0	0	12	132	2.4	Data_Sheet_STAR_JUL_5_2016	7/5/2016	9/9/9999	0	vf hh	CECO	1110	78.01801802	15	Shrubs_Summer17_Star_KindleFire_Sep6	23.7	24.6	6	39.13558729	-120.4850967	0.993369099	0.921068456	2016	8.7	38.8	2001	47.5
166	ABCO	STAR	STAR-NW	48	1703	0	0	19	130	0.75	Data_Sheet_STAR_JUL_5_2016	7/5/2016	9/9/9999	0	vf hh	PREM	1410	124.893617	15	Shrubs_Summer17_Star_KindleFire_Sep6	9.5	8.6	6	39.13606184	-120.4858415	0.992173056	0.877627534	2016	5.9	37	2001	42.9
167	PIPO	STAR	STAR-NW	235	1703	0	0	19	130	6.4	Data_Sheet_STAR_JUL_5_2016	7/5/2016	9/9/9999	0	vf hh	Other	1070	130.4672897	15	Shrubs_Summer17_Star_KindleFire_Sep6	72.6	66.5	6	39.13606184	-120.4858415	0.992173056	0.877627534	2016	37.5	166.5	2001	204
168	PIPO	STAR	STAR-NW	200	1701	0	0	11	111	3.3	Data_Sheet_STAR_JUL_5_2016	7/5/2016	9/9/9999	0	vf hh	CECO	1200	140	15	Shrubs_Summer17_Star_2	43.1	40	6	39.13564342	-120.4860966	0.963568257	0.893201637	2016	31	154	2001	185
169	PIPO	STAR	STAR-NW	190	1706	0	0	14	120	2.46	Data_Sheet_STAR_JUL_5_2016	7/5/2016	9/9/9999	0	vf hh	CECO	1190	122.8571429	15	Shrubs_Summer17_Star_2	46.9	46	6	39.1354189	-120.4862701	0.975489668	0.887006546	2016	12.2	161.8	2001	174
170	ABCO	STAR	STAR-NW	48	1644	0	0	17	182	1.46	Data_Sheet_STAR_JUL_5_2016	7/5/2016	9/9/9999	0	vf hh	CEIN	1090	160.9174312	15	Shrubs_Summer17_Star_2	7.9	8.5	4	39.13317879	-120.490142	1.043035077	1.005262438	2016	2.8	43	2001	45.8
171	PIPO	STAR	STAR-NW	205	1644	0	0	17	182	6.75	Data_Sheet_STAR_JUL_5_2016	7/5/2016	9/9/9999	0	vf hh	CEIN	900	147.7777778	15	Shrubs_Summer17_Star_2	85	85	4	39.13317879	-120.490142	1.043035077	1.005262438	2016	20.3	172.2	2001	192.5
172	ABCO	STAR	STAR-NW	39	1644	0	0	17	182	1.2	Data_Sheet_STAR_JUL_5_2016	7/5/2016	9/9/9999	0	vf hh	CEIN	900	147.7777778	15	Shrubs_Summer17_Star_2	11.4	12.4	4	39.13317879	-120.490142	1.043035077	1.005262438	2016	2.1	36.9	2001	39
179	ABCO	STAR	STAR-S	54	1646	0	0	7	31	0.85	Data_Sheet_STAR_S_JUL_6_2016(1)	7/6/2016	9/9/9999	0	vf hh	CECO	1350	137.4814815	15	Shrubs_Summer17_Star_KindleFire_Sep7	8.3	8.3	4	39.1063607	-120.4685535	0.895897929	0.88925265	2016	5.1	45.3	2001	50.4
180	PIPO	STAR	STAR-S	199	1646	0	0	7	31	4.9	Data_Sheet_STAR_S_JUL_6_2016(1)	7/6/2016	9/9/9999	0	vf hh	CECO	1320	139.5454545	15	Shrubs_Summer17_Star_KindleFire_Sep7	52.6	50.2	4	39.1063607	-120.4685535	0.895897929	0.88925265	2016	19.9	165.6	2001	185.5
182	ABCO	STAR	STAR-S	78	1634	0	0	11	56	1.47	Data_Sheet_STAR_S_JUL_7_2016	7/7/2016	9/9/9999	0	vf hh	CECO	1610	124.6583851	15	Shrubs_Summer17_Star_KindleFire_Sep7	11.1	11.2	4	39.10655644	-120.4686514	0.879449034	0.840597781	2016	12	54.7	2001	66.7
186	ABCO	STAR	STAR-S	156	1634	0	0	9	27	2.65	Data_Sheet_STAR_S_JUL_7_2016	7/7/2016	9/9/9999	0	vf hh	Other	820	160.4878049	15	Shrubs_Summer17_Star_KindleFire_Sep7	30.9	30.6	4	39.10656447	-120.4685161	0.871744732	0.867216878	2016	21.4	122.1	2001	143.5
189	ABCO	STAR	STAR-S	74	1634	0	0	11	56	1.54	Data_Sheet_STAR_S_JUL_7_2016	7/7/2016	9/9/9999	0	vf hh	CECO	1610	124.6583851	15	Shrubs_Summer17_Star_KindleFire_Sep7	12.7	12.5	4	39.10655644	-120.4686514	0.879449034	0.840597781	2016	8.2	57.3	2001	65.5
144	PIPO	FRDS	FRDS-SE	42	1316	738851	4298772	13	224	0.85	Data_Sheet_FRDS_SE_JUL_1	7/1/2016	9/9/9999	0	CT vf	CHFO	930	73.65591398	12	Shrubs_Summer17_Sep1_done_Fire	7.8	8.2	2	38.77668497	-120.2902255	1.003148667	1.03356313	2016	6.5	32.8	2004	39.3
149	PIPO	FRDS	FRDS-SE	50	1316	738851	4298772	20	170	0.9	Data_Sheet_FRDS_SE_JUL_1	7/1/2016	9/9/9999	0	CT vf	CHFO	890	30	12	Shrubs_Summer17_Sep1_iPad	11.8	11.8	2	38.77662483	-120.290709	1.05128881	0.983495802	2016	5.2	35.6	2004	40.8
150	PIPO	FRDS	FRDS-SE	42	1316	738851	4298772	20	170	0.65	Data_Sheet_FRDS_SE_JUL_1	7/1/2016	9/9/9999	0	CT vf	CHFO	940	39.36170213	12	Shrubs_Summer17_Sep1_iPad	6.8	7.2	2	38.77662483	-120.290709	1.05128881	0.983495802	2016	10.3	26.1	2004	36.4
202	ABCO	AMRC	AMRC-2	60	1672	0	0	19	265	1.38	Data_Sheet_AMRC_2_JUL_18_2016(4)	7/18/2016	9/9/9999	0	VF HH	CECO	1150	86.95652174	8	Shrubs_Summer17_AMRC_2_Sep12	11.5	11.4	4	39.22077819	-120.6207516	0.904194413	1.010728242	2016	4.4	53.9	2008	58.3
203	ABCO	AMRC	AMRC-2	41	1672	0	0	19	265	1.29	Data_Sheet_AMRC_2_JUL_18_2016(4)	7/18/2016	9/9/9999	0	VF HH	CECO	1150	86.95652174	8	Shrubs_Summer17_AMRC_2_Sep12	17.5	17.5	4	39.22077819	-120.6207516	0.904194413	1.010728242	2016	6.6	30.5	2008	37.1
204	ABCO	AMRC	AMRC-2	42	1672	0	0	24	257	1.1	Data_Sheet_AMRC_2_JUL_18_2016(4)	7/18/2016	9/9/9999	0	VF HH	CECO	1180	102.2033898	8	Shrubs_Summer17_AMRC_2_Sep12	8.5	8.6	4	39.22077819	-120.6208135	0.904544942	1.026701286	2016	4.5	34	2008	38.5
205	PIPO	AMRC	AMRC-2	67	1672	0	0	16	273	1.58	Data_Sheet_AMRC_2_JUL_18_2016(4)	7/18/2016	9/9/9999	0	VF HH	CECO	1120	78.48214286	8	Shrubs_Summer17_AMRC_KindleFire_Sep12_1234	10.8	11.7	4	39.22072909	-120.6207553	0.89960763	0.995459661	2016	16.5	41.9	2008	58.4
206	ABCO	AMRC	AMRC-2	34	1672	0	0	16	273	0.74	Data_Sheet_AMRC_2_JUL_18_2016(4)	7/18/2016	9/9/9999	0	VF HH	CECO	1120	78.48214286	8	Shrubs_Summer17_AMRC_KindleFire_Sep12_1234	6.1	6.5	4	39.22072909	-120.6207553	0.89960763	0.995459661	2016	4.1	26.2	2008	30.3
207	PIPO	AMRC	AMRC-2	83	1672	0	0	17	268	2.28	Data_Sheet_AMRC_2_JUL_18_2016(4)	7/18/2016	9/9/9999	0	VF HH	CECO	1070	74.01869159	8	Shrubs_Summer17_AMRC_KindleFire_Sep12_1234	25.1	25.2	4	39.22062675	-120.6208029	0.906303108	1.004449637	2016	15.3	57.7	2008	73
208	ABCO	AMRC	AMRC-2	40	1672	0	0	17	268	0.92	Data_Sheet_AMRC_2_JUL_18_2016(4)	7/18/2016	9/9/9999	0	VF HH	CECO	1070	74.01869159	8	Shrubs_Summer17_AMRC_KindleFire_Sep12_1234	8.5	8.76	4	39.22062675	-120.6208029	0.906303108	1.004449637	2016	6	34	2008	40
209	PIPO	AMRC	AMRC-2	113	1672	0	0	17	268	2.98	Data_Sheet_AMRC_2_JUL_18_2016(4)	7/18/2016	9/9/9999	0	VF HH	CECO	840	68.57142857	8	Shrubs_Summer17_AMRC_2_Sep12	33.2	33.6	4	39.22056393	-120.620823	0.906303692	1.004450221	2016	14.2	89	2008	103.2
210	ABCO	AMRC	AMRC-2	32	1672	0	0	17	268	1.02	Data_Sheet_AMRC_2_JUL_18_2016(4)	7/18/2016	9/9/9999	0	VF HH	CECO	850	50.35294118	8	Shrubs_Summer17_AMRC_2_Sep12	8.2	7.8	4	39.22052584	-120.6208611	0.906304047	1.004450575	2016	2.9	26.1	2008	29
211	PIPO	AMRC	AMRC-2	84	1672	0	0	18	257	2	Data_Sheet_AMRC_2_JUL_18_2016(4)	7/18/2016	9/9/9999	0	VF HH	CECO	1150	69.30434783	8	Shrubs_Summer17_AMRC_KindleFire_Sep12_1234	17.9	17	4	39.22047514	-120.6209177	0.929543835	1.022351766	2016	17.4	59.1	2008	76.5
212	ABCO	AMRC	AMRC-2	41	1672	0	0	15	278	1.39	Data_Sheet_AMRC_2_JUL_18_2016(4)	7/18/2016	9/9/9999	0	VF HH	CECO	1030	81.74757282	8	Shrubs_Summer17_AMRC_KindleFire_Sep12_1234	14	13.7	4	39.22042444	-120.6209742	0.894205665	0.986644511	2016	5.9	29.4	2008	35.3
213	ABCO	AMRC	AMRC-2	41	1672	0	0	15	278	1.37	Data_Sheet_AMRC_2_JUL_18_2016(4)	7/18/2016	9/9/9999	0	VF HH	CECO	1030	81.74757282	8	Shrubs_Summer17_AMRC_KindleFire_Sep12_1234	13.1	12	4	39.22042444	-120.6209742	0.894205665	0.986644511	2016	8.9	25.5	2008	34.4
214	PIPO	AMRC	AMRC-2	78	1672	0	0	16	284	1.59	Data_Sheet_AMRC_2_JUL_18_2016(4)	7/18/2016	9/9/9999	0	VF HH	CECO	1140	75	8	Shrubs_Summer17_AMRC_KindleFire_Sep12_1234	15.6	14.7	4	39.22037328	-120.6210434	0.874423082	0.974990668	2016	16.6	51.4	2008	68
215	PIPO	AMRC	AMRC-2	90	1672	0	0	15	272	2.64	Data_Sheet_AMRC_2_JUL_18_2016(4)	7/18/2016	9/9/9999	0	VF HH	CECO	1130	89.46902655	8	Shrubs_Summer17_AMRC_KindleFire_Sep12_1234	24.5	25.6	4	39.22039042	-120.6209749	0.907214194	0.996647761	2016	2.6	75.7	2008	78.3
216	ABCO	AMRC	AMRC-2	64	1672	0	0	19	287	1.46	Data_Sheet_AMRC_2_JUL_18_2016(4)	7/18/2016	9/9/9999	0	VF HH	CECO	1000	67.3	8	Shrubs_Summer17_AMRC_KindleFire_Sep12_1234	12.9	13.5	4	39.22028129	-120.6210769	0.844642122	0.964193501	2016	10.1	47.3	2008	57.4
217	ABCO	AMRC	AMRC-2	82	1672	0	0	19	287	1.5	Data_Sheet_AMRC_2_JUL_18_2016(4)	7/18/2016	9/9/9999	0	VF HH	CECO	1000	67.3	8	Shrubs_Summer17_AMRC_KindleFire_Sep12_1234	15.1	16.8	4	39.22028129	-120.6210769	0.844642122	0.964193501	2016	6.7	65.1	2008	71.8
218	ABCO	AMRC	AMRC-2	72	1672	0	0	22	277	1.99	Data_Sheet_AMRC_2_JUL_18_2016(4)	7/18/2016	9/9/9999	0	VF HH	CECO	930	89.35483871	8	Shrubs_Summer17_AMRC_KindleFire_Sep12_1234	16.2	16.4	4	39.22028129	-120.6210769	0.850962969	0.984131813	2016	6.9	56.5	2008	63.4
219	PIPO	AMRC	AMRC-2	21	1672	0	0	22	277	0.75	Data_Sheet_AMRC_2_JUL_18_2016(4)	7/18/2016	9/9/9999	0	VF HH	CECO	940	80.31914894	8	Shrubs_Summer17_AMRC_KindleFire_Sep12_1234	4.9	4.6	4	39.22028129	-120.6210769	0.850962969	0.984131813	2016	2.6	12.6	2008	15.2
220	PIPO	AMRC	AMRC-2	122	1652	0	0	24	262	3.04	Data_Sheet_AMRC__2_JUL_19_2016(1).xlsx	7/19/2016	9/9/9999	0	VF HH	CECO	1270	91.41732283	8	Shrubs_Summer17_AMRC_KindleFire_Sep12_1234	30.1	27.7	4	39.22017215	-120.6211788	0.887734016	1.017019684	2016	20.6	95.9	2008	116.5
221	ABCO	AMRC	AMRC-2	90	1651	0	0	22	257	1.8	Data_Sheet_AMRC__2_JUL_19_2016(1).xlsx	7/19/2016	9/9/9999	0	VF HH	CECO	1000	81.4	8	Shrubs_Summer17_AMRC_KindleFire_Sep12_1234	20.6	18.1	4	39.22027688	-120.6211408	0.913585032	1.02609167	2016	9.4	71.6	2008	81
222	PIPO	AMRC	AMRC-2	106	1658.5	0	0	20	282	2.71	Data_Sheet_AMRC__2_JUL_19_2016(1).xlsx	7/19/2016	9/9/9999	0	VF HH	CECO	990	70.90909091	8	Shrubs_Summer17_AMRC_KindleFire_Sep12_1234	27.9	31	4	39.22012997	-120.6209867	0.85056279	0.974623568	2016	28.5	66.5	2008	95
223	ABCO	AMRC	AMRC-2	39	1663	0	0	21	275	1.44	Data_Sheet_AMRC__2_JUL_19_2016(1).xlsx	7/19/2016	9/9/9999	0	VF HH	CECO	1060	68.20754717	8	Shrubs_Summer17_AMRC_2_Sep12	11.2	12.3	4	39.2200878	-120.6207945	0.863931404	0.990016966	2016	1.8	34.9	2008	36.7
224	ABCO	AMRC	AMRC-2	32	1663	0	0	21	275	1.18	Data_Sheet_AMRC__2_JUL_19_2016(1).xlsx	7/19/2016	9/9/9999	0	VF HH	CECO	1060	68.20754717	8	Shrubs_Summer17_AMRC_2_Sep12	10.1	10.5	4	39.2200878	-120.6207945	0.863931404	0.990016966	2016	2.1	27.7	2008	29.8
225	ABCO	AMRC	AMRC-2	79	1658.5	0	0	17	280	1.84	Data_Sheet_AMRC__2_JUL_19_2016(1).xlsx	7/19/2016	9/9/9999	0	VF HH	CECO	1050	67.42857143	8	Shrubs_Summer17_AMRC_KindleFire_Sep12_1234	17.5	17.7	4	39.22006637	-120.6207255	0.876919123	0.982220378	2016	15.2	50.9	2008	66.1
227	ABCO	AMRC	AMRC-NE	62	1951	0	0	16	166	1.49	Data_Sheet_AMRC_NE_JUL_19_2016(1).xlsx	7/19/2016	9/9/9999	0	VF HH	CECO	950	60.63157895	8	Shrubs_Summer17_AMRC_2_Sep11	18	16.8	4	39.23838379	-120.5940282	1.035307366	0.974823106	2016	5.3	50.4	2008	55.7
228	ABCO	AMRC	AMRC-NE	86	1951	0	0	16	166	1.99	Data_Sheet_AMRC_NE_JUL_19_2016(1).xlsx	7/19/2016	9/9/9999	0	VF HH	CECO	950	60.63157895	8	Shrubs_Summer17_AMRC_2_Sep11	20.6	20.9	4	39.23838379	-120.5940282	1.035307366	0.974823106	2016	6.9	72.4	2008	79.3
230	ABCO	AMRC	AMRC-NE	64	1951	0	0	17	197	1.98	Data_Sheet_AMRC_NE_JUL_19_2016(1).xlsx	7/19/2016	9/9/9999	0	VF HH	ARPA	750	69.86666667	8	Shrubs_Summer17_AMRC_KindleFire_Sep11	20.8	20.9	4	39.23872851	-120.5942614	1.035982036	1.025644313	2016	5.3	42.5	2008	47.8
231	ABCO	AMRC	AMRC-NE	64	1951	0	0	17	197	1.31	Data_Sheet_AMRC_NE_JUL_19_2016(1).xlsx	7/19/2016	9/9/9999	0	VF HH	ARPA	750	69.86666667	8	Shrubs_Summer17_AMRC_KindleFire_Sep11	14.9	14	4	39.23872851	-120.5942614	1.035982036	1.025644313	2016	10.9	43.7	2008	54.6
232	ABCO	AMRC	AMRC-NE	65	1951	0	0	17	197	0.89	Data_Sheet_AMRC_NE_JUL_19_2016(1).xlsx	7/19/2016	9/9/9999	0	VF HH	ARPA	860	75.81395349	8	Shrubs_Summer17_AMRC_KindleFire_Sep11	9.6	9.2	4	39.23872851	-120.5942614	1.035982036	1.025644313	2016	6.2	55.1	2008	61.3
233	ABCO	AMRC	AMRC-NE	41	1951	0	0	16	190	0.89	Data_Sheet_AMRC_NE_JUL_19_2016(1).xlsx	7/19/2016	9/9/9999	0	VF HH	Other	940	53.72340426	8	Shrubs_Summer17_AMRC_KindleFire_Sep11	6.5	6.9	4	39.23872851	-120.5942614	1.037232185	1.015223631	2016	6.5	33	2008	39.5
234	PIPO	AMRC	AMRC-NE	40	1951	0	0	20	197	1.51	Data_Sheet_AMRC_NE_JUL_19_2016(1).xlsx	7/19/2016	9/9/9999	0	VF HH	Other	610	36.2295082	8	Shrubs_Summer17_AMRC_KindleFire_Sep11	15.5	14	4	39.23872851	-120.5942614	1.042315463	1.030222262	2016	3.8	29.2	2008	33
235	ABCO	AMRC	AMRC-NE	30	1951	0	0	20	197	1.55	Data_Sheet_AMRC_NE_JUL_19_2016(1).xlsx	7/19/2016	9/9/9999	0	VF HH	ARPA	830	49.15662651	8	Shrubs_Summer17_AMRC_KindleFire_Sep11	13.5	13.3	4	39.23872851	-120.5942614	1.042315463	1.030222262	2016	3.8	24.2	2008	28
236	ABCO	AMRC	AMRC-NE	35	1951	0	0	20	197	1.11	Data_Sheet_AMRC_NE_JUL_19_2016(1).xlsx	7/19/2016	9/9/9999	0	VF HH	ARPA	830	49.15662651	8	Shrubs_Summer17_AMRC_KindleFire_Sep11	9	9	4	39.23872851	-120.5942614	1.042315463	1.030222262	2016	4.8	28.4	2008	33.2
237	PIPO	AMRC	AMRC-NE	56	1951	0	0	18	198	1.28	Data_Sheet_AMRC_NE_JUL_19_2016(1).xlsx	7/19/2016	9/9/9999	0	VF HH	Other	930	53.65591398	8	Shrubs_Summer17_AMRC_2_Sep11	9.4	9.8	4	39.23907323	-120.5944945	1.037521496	1.028577279	2016	7	35	2008	42
238	PIPO	AMRC	AMRC-NE	56	1951	0	0	18	198	1.62	Data_Sheet_AMRC_NE_JUL_19_2016(1).xlsx	7/19/2016	9/9/9999	0	VF HH	Other	930	53.65591398	8	Shrubs_Summer17_AMRC_2_Sep11	12	12.9	4	39.23907323	-120.5944945	1.037521496	1.028577279	2016	9.3	39.1	2008	48.4
239	PIPO	AMRC	AMRC-NE	49	1951	0	0	17	187	1.62	Data_Sheet_AMRC_NE_JUL_19_2016(1).xlsx	7/19/2016	9/9/9999	0	VF HH	ARPA	940	77.12765957	8	Shrubs_Summer17_AMRC_2_Sep11	15.9	15.5	4	39.23891596	-120.5947841	1.041087544	1.012263769	2016	2.4	40.4	2008	42.8
