Sdlg	Species	Fire	FirePatch	Ht2017.cm.fall	Elevation	Nearby_Easting	Nearby_Northing	Slope.Deg	Aspect.deg	BasDia2016.cm	Datasheet1_2016	Date1_2016	Date2_2016	personel2	personel1	ShrubSpp03	Cov1.3	Ht1.3	Years	DataSheet2017	BasDia2017.mm.1	BasDia2017.mm.2	siteclass	Y	X	incidrad	heatload	Year	VertGrowth_cm	Ht_cm1	FireYear	Ht_cm2
179	ABCO	STAR	STAR-S	54	1646	0	0	7	31	0.85	Data_Sheet_STAR_S_JUL_6_2016(1)	7/6/2016	9/9/9999	0	vf hh	CECO	1350	137.4814815	14	Shrubs_Summer17_Star_KindleFire_Sep7	8.3	8.3	4	39.1063607	-120.4685535	0.895897929	0.88925265	2015	5.3	40	2001	45.3
180	PIPO	STAR	STAR-S	199	1646	0	0	7	31	4.9	Data_Sheet_STAR_S_JUL_6_2016(1)	7/6/2016	9/9/9999	0	vf hh	CECO	1320	139.5454545	14	Shrubs_Summer17_Star_KindleFire_Sep7	52.6	50.2	4	39.1063607	-120.4685535	0.895897929	0.88925265	2015	11.6	154	2001	165.6
182	ABCO	STAR	STAR-S	78	1634	0	0	11	56	1.47	Data_Sheet_STAR_S_JUL_7_2016	7/7/2016	9/9/9999	0	vf hh	CECO	1610	124.6583851	14	Shrubs_Summer17_Star_KindleFire_Sep7	11.1	11.2	4	39.10655644	-120.4686514	0.879449034	0.840597781	2015	7.4	47.3	2001	54.7
185	ABCO	STAR	STAR-S	115	1634	0	0	9	27	2.89	Data_Sheet_STAR_S_JUL_7_2016	7/7/2016	9/9/9999	0	vf hh	Other	820	160.4878049	14	Shrubs_Summer17_Star_KindleFire_Sep7	29.2	27.2	4	39.10656447	-120.4685161	0.871744732	0.867216878	2015	10.1	104	2001	114.1
186	ABCO	STAR	STAR-S	156	1634	0	0	9	27	2.65	Data_Sheet_STAR_S_JUL_7_2016	7/7/2016	9/9/9999	0	vf hh	Other	820	160.4878049	14	Shrubs_Summer17_Star_KindleFire_Sep7	30.9	30.6	4	39.10656447	-120.4685161	0.871744732	0.867216878	2015	11.8	110.3	2001	122.1
189	ABCO	STAR	STAR-S	74	1634	0	0	11	56	1.54	Data_Sheet_STAR_S_JUL_7_2016	7/7/2016	9/9/9999	0	vf hh	CECO	1610	124.6583851	14	Shrubs_Summer17_Star_KindleFire_Sep7	12.7	12.5	4	39.10655644	-120.4686514	0.879449034	0.840597781	2015	6.2	51.1	2001	57.3
144	PIPO	FRDS	FRDS-SE	42	1316	738851	4298772	13	224	0.85	Data_Sheet_FRDS_SE_JUL_1	7/1/2016	9/9/9999	0	CT vf	CHFO	930	73.65591398	11	Shrubs_Summer17_Sep1_done_Fire	7.8	8.2	2	38.77668497	-120.2902255	1.003148667	1.03356313	2015	5.6	27.2	2004	32.8
145	PIPO	FRDS	FRDS-SE	NA	1316	738851	4298772	18	224	3.16	Data_Sheet_FRDS_SE_JUL_1	7/1/2016	9/9/9999	0	CT vf	CHFO	560	70.89285714	11	Shrubs_Summer17_Sep1_done_Fire	NA	NA	2	38.77668497	-120.2902255	1.00729142	1.049072003	2015	6.53	72.98605472	2004	79.51605472
147	PIPO	FRDS	FRDS-SE	NA	1316	738851	4298772	15	180	1.42	Data_Sheet_FRDS_SE_JUL_1	7/1/2016	9/9/9999	0	CT vf	CHFO	880	41.13636364	11	NA	NA	NA	2	38.77672219	-120.290833	1.040427184	1.003888526	2015	7.7	31.34443771	2004	39.04443771
148	PIPO	FRDS	FRDS-SE	NA	1316	738851	4298772	15	180	0.48	Data_Sheet_FRDS_SE_JUL_1	7/1/2016	9/9/9999	0	CT vf	CHFO	780	25.64102564	11	NA	NA	NA	2	38.77672219	-120.290833	1.040427184	1.003888526	2015	4.6	6.343593909	2004	10.94359391
149	PIPO	FRDS	FRDS-SE	50	1316	738851	4298772	20	170	0.9	Data_Sheet_FRDS_SE_JUL_1	7/1/2016	9/9/9999	0	CT vf	CHFO	890	30	11	Shrubs_Summer17_Sep1_iPad	11.8	11.8	2	38.77662483	-120.290709	1.05128881	0.983495802	2015	6.4	29.2	2004	35.6
150	PIPO	FRDS	FRDS-SE	42	1316	738851	4298772	20	170	0.65	Data_Sheet_FRDS_SE_JUL_1	7/1/2016	9/9/9999	0	CT vf	CHFO	940	39.36170213	11	Shrubs_Summer17_Sep1_iPad	6.8	7.2	2	38.77662483	-120.290709	1.05128881	0.983495802	2015	5.9	20.2	2004	26.1
202	ABCO	AMRC	AMRC-2	60	1672	0	0	19	265	1.38	Data_Sheet_AMRC_2_JUL_18_2016(4)	7/18/2016	9/9/9999	0	VF HH	CECO	1150	86.95652174	7	Shrubs_Summer17_AMRC_2_Sep12	11.5	11.4	4	39.22077819	-120.6207516	0.904194413	1.010728242	2015	5.1	48.8	2008	53.9
203	ABCO	AMRC	AMRC-2	41	1672	0	0	19	265	1.29	Data_Sheet_AMRC_2_JUL_18_2016(4)	7/18/2016	9/9/9999	0	VF HH	CECO	1150	86.95652174	7	Shrubs_Summer17_AMRC_2_Sep12	17.5	17.5	4	39.22077819	-120.6207516	0.904194413	1.010728242	2015	1.7	28.8	2008	30.5
204	ABCO	AMRC	AMRC-2	42	1672	0	0	24	257	1.1	Data_Sheet_AMRC_2_JUL_18_2016(4)	7/18/2016	9/9/9999	0	VF HH	CECO	1180	102.2033898	7	Shrubs_Summer17_AMRC_2_Sep12	8.5	8.6	4	39.22077819	-120.6208135	0.904544942	1.026701286	2015	3.8	30.2	2008	34
205	PIPO	AMRC	AMRC-2	67	1672	0	0	16	273	1.58	Data_Sheet_AMRC_2_JUL_18_2016(4)	7/18/2016	9/9/9999	0	VF HH	CECO	1120	78.48214286	7	Shrubs_Summer17_AMRC_KindleFire_Sep12_1234	10.8	11.7	4	39.22072909	-120.6207553	0.89960763	0.995459661	2015	9.8	32.1	2008	41.9
206	ABCO	AMRC	AMRC-2	34	1672	0	0	16	273	0.74	Data_Sheet_AMRC_2_JUL_18_2016(4)	7/18/2016	9/9/9999	0	VF HH	CECO	1120	78.48214286	7	Shrubs_Summer17_AMRC_KindleFire_Sep12_1234	6.1	6.5	4	39.22072909	-120.6207553	0.89960763	0.995459661	2015	4.7	21.5	2008	26.2
207	PIPO	AMRC	AMRC-2	83	1672	0	0	17	268	2.28	Data_Sheet_AMRC_2_JUL_18_2016(4)	7/18/2016	9/9/9999	0	VF HH	CECO	1070	74.01869159	7	Shrubs_Summer17_AMRC_KindleFire_Sep12_1234	25.1	25.2	4	39.22062675	-120.6208029	0.906303108	1.004449637	2015	13.3	44.4	2008	57.7
208	ABCO	AMRC	AMRC-2	40	1672	0	0	17	268	0.92	Data_Sheet_AMRC_2_JUL_18_2016(4)	7/18/2016	9/9/9999	0	VF HH	CECO	1070	74.01869159	7	Shrubs_Summer17_AMRC_KindleFire_Sep12_1234	8.5	8.76	4	39.22062675	-120.6208029	0.906303108	1.004449637	2015	4.4	29.6	2008	34
209	PIPO	AMRC	AMRC-2	113	1672	0	0	17	268	2.98	Data_Sheet_AMRC_2_JUL_18_2016(4)	7/18/2016	9/9/9999	0	VF HH	CECO	840	68.57142857	7	Shrubs_Summer17_AMRC_2_Sep12	33.2	33.6	4	39.22056393	-120.620823	0.906303692	1.004450221	2015	15.5	73.5	2008	89
210	ABCO	AMRC	AMRC-2	32	1672	0	0	17	268	1.02	Data_Sheet_AMRC_2_JUL_18_2016(4)	7/18/2016	9/9/9999	0	VF HH	CECO	850	50.35294118	7	Shrubs_Summer17_AMRC_2_Sep12	8.2	7.8	4	39.22052584	-120.6208611	0.906304047	1.004450575	2015	2.8	23.3	2008	26.1
211	PIPO	AMRC	AMRC-2	84	1672	0	0	18	257	2	Data_Sheet_AMRC_2_JUL_18_2016(4)	7/18/2016	9/9/9999	0	VF HH	CECO	1150	69.30434783	7	Shrubs_Summer17_AMRC_KindleFire_Sep12_1234	17.9	17	4	39.22047514	-120.6209177	0.929543835	1.022351766	2015	14.2	44.9	2008	59.1
212	ABCO	AMRC	AMRC-2	41	1672	0	0	15	278	1.39	Data_Sheet_AMRC_2_JUL_18_2016(4)	7/18/2016	9/9/9999	0	VF HH	CECO	1030	81.74757282	7	Shrubs_Summer17_AMRC_KindleFire_Sep12_1234	14	13.7	4	39.22042444	-120.6209742	0.894205665	0.986644511	2015	4.3	25.1	2008	29.4
213	ABCO	AMRC	AMRC-2	41	1672	0	0	15	278	1.37	Data_Sheet_AMRC_2_JUL_18_2016(4)	7/18/2016	9/9/9999	0	VF HH	CECO	1030	81.74757282	7	Shrubs_Summer17_AMRC_KindleFire_Sep12_1234	13.1	12	4	39.22042444	-120.6209742	0.894205665	0.986644511	2015	7.9	17.6	2008	25.5
214	PIPO	AMRC	AMRC-2	78	1672	0	0	16	284	1.59	Data_Sheet_AMRC_2_JUL_18_2016(4)	7/18/2016	9/9/9999	0	VF HH	CECO	1140	75	7	Shrubs_Summer17_AMRC_KindleFire_Sep12_1234	15.6	14.7	4	39.22037328	-120.6210434	0.874423082	0.974990668	2015	14.4	37	2008	51.4
215	PIPO	AMRC	AMRC-2	90	1672	0	0	15	272	2.64	Data_Sheet_AMRC_2_JUL_18_2016(4)	7/18/2016	9/9/9999	0	VF HH	CECO	1130	89.46902655	7	Shrubs_Summer17_AMRC_KindleFire_Sep12_1234	24.5	25.6	4	39.22039042	-120.6209749	0.907214194	0.996647761	2015	12.02	44	2008	56.02
216	ABCO	AMRC	AMRC-2	64	1672	0	0	19	287	1.46	Data_Sheet_AMRC_2_JUL_18_2016(4)	7/18/2016	9/9/9999	0	VF HH	CECO	1000	67.3	7	Shrubs_Summer17_AMRC_KindleFire_Sep12_1234	12.9	13.5	4	39.22028129	-120.6210769	0.844642122	0.964193501	2015	8.2	39.1	2008	47.3
217	ABCO	AMRC	AMRC-2	82	1672	0	0	19	287	1.5	Data_Sheet_AMRC_2_JUL_18_2016(4)	7/18/2016	9/9/9999	0	VF HH	CECO	1000	67.3	7	Shrubs_Summer17_AMRC_KindleFire_Sep12_1234	15.1	16.8	4	39.22028129	-120.6210769	0.844642122	0.964193501	2015	5.4	59.7	2008	65.1
218	ABCO	AMRC	AMRC-2	72	1672	0	0	22	277	1.99	Data_Sheet_AMRC_2_JUL_18_2016(4)	7/18/2016	9/9/9999	0	VF HH	CECO	930	89.35483871	7	Shrubs_Summer17_AMRC_KindleFire_Sep12_1234	16.2	16.4	4	39.22028129	-120.6210769	0.850962969	0.984131813	2015	9.9	46.6	2008	56.5
219	PIPO	AMRC	AMRC-2	21	1672	0	0	22	277	0.75	Data_Sheet_AMRC_2_JUL_18_2016(4)	7/18/2016	9/9/9999	0	VF HH	CECO	940	80.31914894	7	Shrubs_Summer17_AMRC_KindleFire_Sep12_1234	4.9	4.6	4	39.22028129	-120.6210769	0.850962969	0.984131813	2015	5.2	7.4	2008	12.6
220	PIPO	AMRC	AMRC-2	122	1652	0	0	24	262	3.04	Data_Sheet_AMRC__2_JUL_19_2016(1).xlsx	7/19/2016	9/9/9999	0	VF HH	CECO	1270	91.41732283	7	Shrubs_Summer17_AMRC_KindleFire_Sep12_1234	30.1	27.7	4	39.22017215	-120.6211788	0.887734016	1.017019684	2015	18.3	77.6	2008	95.9
221	ABCO	AMRC	AMRC-2	90	1651	0	0	22	257	1.8	Data_Sheet_AMRC__2_JUL_19_2016(1).xlsx	7/19/2016	9/9/9999	0	VF HH	CECO	1000	81.4	7	Shrubs_Summer17_AMRC_KindleFire_Sep12_1234	20.6	18.1	4	39.22027688	-120.6211408	0.913585032	1.02609167	2015	15.5	56.1	2008	71.6
222	PIPO	AMRC	AMRC-2	106	1658.5	0	0	20	282	2.71	Data_Sheet_AMRC__2_JUL_19_2016(1).xlsx	7/19/2016	9/9/9999	0	VF HH	CECO	990	70.90909091	7	Shrubs_Summer17_AMRC_KindleFire_Sep12_1234	27.9	31	4	39.22012997	-120.6209867	0.85056279	0.974623568	2015	29.2	37.3	2008	66.5
223	ABCO	AMRC	AMRC-2	39	1663	0	0	21	275	1.44	Data_Sheet_AMRC__2_JUL_19_2016(1).xlsx	7/19/2016	9/9/9999	0	VF HH	CECO	1060	68.20754717	7	Shrubs_Summer17_AMRC_2_Sep12	11.2	12.3	4	39.2200878	-120.6207945	0.863931404	0.990016966	2015	1.3	33.6	2008	34.9
224	ABCO	AMRC	AMRC-2	32	1663	0	0	21	275	1.18	Data_Sheet_AMRC__2_JUL_19_2016(1).xlsx	7/19/2016	9/9/9999	0	VF HH	CECO	1060	68.20754717	7	Shrubs_Summer17_AMRC_2_Sep12	10.1	10.5	4	39.2200878	-120.6207945	0.863931404	0.990016966	2015	1	26.7	2008	27.7
225	ABCO	AMRC	AMRC-2	79	1658.5	0	0	17	280	1.84	Data_Sheet_AMRC__2_JUL_19_2016(1).xlsx	7/19/2016	9/9/9999	0	VF HH	CECO	1050	67.42857143	7	Shrubs_Summer17_AMRC_KindleFire_Sep12_1234	17.5	17.7	4	39.22006637	-120.6207255	0.876919123	0.982220378	2015	10	40.9	2008	50.9
226	ABCO	AMRC	AMRC-2	40	1668	0	0	11	282	1.64	Data_Sheet_AMRC__2_JUL_19_2016(1).xlsx	7/19/2016	9/9/9999	0	VF HH	CECO	870	73.44827586	7	Shrubs_Summer17_AMRC_2_Sep12	16.5	16.6	4	39.22004494	-120.6206564	0.910706746	0.979918788	2015	3.7	33	2008	36.7
227	ABCO	AMRC	AMRC-NE	62	1951	0	0	16	166	1.49	Data_Sheet_AMRC_NE_JUL_19_2016(1).xlsx	7/19/2016	9/9/9999	0	VF HH	CECO	950	60.63157895	7	Shrubs_Summer17_AMRC_2_Sep11	18	16.8	4	39.23838379	-120.5940282	1.035307366	0.974823106	2015	4.4	46	2008	50.4
228	ABCO	AMRC	AMRC-NE	86	1951	0	0	16	166	1.99	Data_Sheet_AMRC_NE_JUL_19_2016(1).xlsx	7/19/2016	9/9/9999	0	VF HH	CECO	950	60.63157895	7	Shrubs_Summer17_AMRC_2_Sep11	20.6	20.9	4	39.23838379	-120.5940282	1.035307366	0.974823106	2015	6.9	65.5	2008	72.4
229	ABCO	AMRC	AMRC-NE	NA	1951	0	0	18	197	1.45	Data_Sheet_AMRC_NE_JUL_19_2016(1).xlsx	7/19/2016	9/9/9999	0	VF HH	CECO	1320	65.75757576	7	NA	NA	NA	4	39.23855615	-120.5941448	1.038308012	1.027381742	2015	0.85	34	2008	34.85
230	ABCO	AMRC	AMRC-NE	64	1951	0	0	17	197	1.98	Data_Sheet_AMRC_NE_JUL_19_2016(1).xlsx	7/19/2016	9/9/9999	0	VF HH	ARPA	750	69.86666667	7	Shrubs_Summer17_AMRC_KindleFire_Sep11	20.8	20.9	4	39.23872851	-120.5942614	1.035982036	1.025644313	2015	3.9	38.6	2008	42.5
231	ABCO	AMRC	AMRC-NE	64	1951	0	0	17	197	1.31	Data_Sheet_AMRC_NE_JUL_19_2016(1).xlsx	7/19/2016	9/9/9999	0	VF HH	ARPA	750	69.86666667	7	Shrubs_Summer17_AMRC_KindleFire_Sep11	14.9	14	4	39.23872851	-120.5942614	1.035982036	1.025644313	2015	10.6	33.1	2008	43.7
232	ABCO	AMRC	AMRC-NE	65	1951	0	0	17	197	0.89	Data_Sheet_AMRC_NE_JUL_19_2016(1).xlsx	7/19/2016	9/9/9999	0	VF HH	ARPA	860	75.81395349	7	Shrubs_Summer17_AMRC_KindleFire_Sep11	9.6	9.2	4	39.23872851	-120.5942614	1.035982036	1.025644313	2015	7.7	47.4	2008	55.1
233	ABCO	AMRC	AMRC-NE	41	1951	0	0	16	190	0.89	Data_Sheet_AMRC_NE_JUL_19_2016(1).xlsx	7/19/2016	9/9/9999	0	VF HH	Other	940	53.72340426	7	Shrubs_Summer17_AMRC_KindleFire_Sep11	6.5	6.9	4	39.23872851	-120.5942614	1.037232185	1.015223631	2015	9.8	23.2	2008	33
234	PIPO	AMRC	AMRC-NE	40	1951	0	0	20	197	1.51	Data_Sheet_AMRC_NE_JUL_19_2016(1).xlsx	7/19/2016	9/9/9999	0	VF HH	Other	610	36.2295082	7	Shrubs_Summer17_AMRC_KindleFire_Sep11	15.5	14	4	39.23872851	-120.5942614	1.042315463	1.030222262	2015	6.2	23	2008	29.2
235	ABCO	AMRC	AMRC-NE	30	1951	0	0	20	197	1.55	Data_Sheet_AMRC_NE_JUL_19_2016(1).xlsx	7/19/2016	9/9/9999	0	VF HH	ARPA	830	49.15662651	7	Shrubs_Summer17_AMRC_KindleFire_Sep11	13.5	13.3	4	39.23872851	-120.5942614	1.042315463	1.030222262	2015	3.2	21	2008	24.2
236	ABCO	AMRC	AMRC-NE	35	1951	0	0	20	197	1.11	Data_Sheet_AMRC_NE_JUL_19_2016(1).xlsx	7/19/2016	9/9/9999	0	VF HH	ARPA	830	49.15662651	7	Shrubs_Summer17_AMRC_KindleFire_Sep11	9	9	4	39.23872851	-120.5942614	1.042315463	1.030222262	2015	4.9	23.5	2008	28.4
237	PIPO	AMRC	AMRC-NE	56	1951	0	0	18	198	1.28	Data_Sheet_AMRC_NE_JUL_19_2016(1).xlsx	7/19/2016	9/9/9999	0	VF HH	Other	930	53.65591398	7	Shrubs_Summer17_AMRC_2_Sep11	9.4	9.8	4	39.23907323	-120.5944945	1.037521496	1.028577279	2015	9.5	25.5	2008	35
238	PIPO	AMRC	AMRC-NE	56	1951	0	0	18	198	1.62	Data_Sheet_AMRC_NE_JUL_19_2016(1).xlsx	7/19/2016	9/9/9999	0	VF HH	Other	930	53.65591398	7	Shrubs_Summer17_AMRC_2_Sep11	12	12.9	4	39.23907323	-120.5944945	1.037521496	1.028577279	2015	9.7	29.4	2008	39.1
239	PIPO	AMRC	AMRC-NE	49	1951	0	0	17	187	1.62	Data_Sheet_AMRC_NE_JUL_19_2016(1).xlsx	7/19/2016	9/9/9999	0	VF HH	ARPA	940	77.12765957	7	Shrubs_Summer17_AMRC_2_Sep11	15.9	15.5	4	39.23891596	-120.5947841	1.041087544	1.012263769	2015	4.9	35.5	2008	40.4
240	ABCO	AMRC	AMRC-NE	51	1951	0	0	17	187	1.66	Data_Sheet_AMRC_NE_JUL_19_2016(1).xlsx	7/19/2016	9/9/9999	0	VF HH	ARPA	1040	63.46153846	7	Shrubs_Summer17_AMRC_2_Sep11	14	14.8	4	39.23891596	-120.5947841	1.041087544	1.012263769	2015	6.7	39.2	2008	45.9
241	PIPO	AMRC	AMRC-NE	40	1951	0	0	17	187	0.98	Data_Sheet_AMRC_NE_JUL_19_2016(1).xlsx	7/19/2016	9/9/9999	0	VF HH	ARPA	810	68.88888889	7	Shrubs_Summer17_AMRC_2_Sep11	8.8	8.9	4	39.23890524	-120.5948056	1.041087644	1.012263869	2015	6.7	18	2008	24.7
242	ABCO	AMRC	AMRC-NE	29	1940	0	0	20	196	0.93	Data_Sheet_AMRC_NE_JUL_20_16	7/20/2016	9/9/9999	0	VF HH	ARPA	900	59.33333333	7	Shrubs_Summer17_AMRC_2_Sep11	6.2	6.4	4	39.23866933	-120.5949522	1.043133183	1.028849929	2015	0.5	26	2008	26.5
243	ABCO	AMRC	AMRC-NE	26	1940	0	0	20	196	1.13	Data_Sheet_AMRC_NE_JUL_20_16	7/20/2016	9/9/9999	0	VF HH	ARPA	900	59.33333333	7	Shrubs_Summer17_AMRC_2_Sep11	7.2	8.6	4	39.23866933	-120.5949522	1.043133183	1.028849929	2015	1.8	17.4	2008	19.2
244	PIPO	AMRC	AMRC-NE	20	1940	0	0	20	196	0.89	Data_Sheet_AMRC_NE_JUL_20_16	7/20/2016	9/9/9999	0	VF HH	ARPA	720	69.30555556	7	Shrubs_Summer17_AMRC_2_Sep11	7.2	6.5	4	39.23866933	-120.5949522	1.043133183	1.028849929	2015	1	11.8	2008	12.8
245	ABCO	AMRC	AMRC-NE	45	1940	0	0	16	202	0.7	Data_Sheet_AMRC_NE_JUL_20_16	7/20/2016	9/9/9999	0	VF HH	CECO	1020	54.01960784	7	Shrubs_Summer17_AMRC_2_Sep11	6.6	6.7	4	39.23865365	-120.5950743	1.029577132	1.028689778	2015	9.3	24.7	2008	34
246	ABCO	AMRC	AMRC-NE	65	1940	0	0	18	192	1.51	Data_Sheet_AMRC_NE_JUL_20_16	7/20/2016	9/9/9999	0	VF HH	CECO	1190	45.04201681	7	Shrubs_Summer17_AMRC_KindleFire_Sep11	14.1	15.1	4	39.23866149	-120.5950132	1.04156044	1.020785868	2015	10	40.4	2008	50.4
247	ABCO	AMRC	AMRC-NE	35.8	1940	0	0	18	192	0.94	Data_Sheet_AMRC_NE_JUL_20_16	7/20/2016	9/9/9999	0	VF HH	CECO	1190	45.04201681	7	Shrubs_Summer17_AMRC_KindleFire_Sep11	7.4	6.8	4	39.23866149	-120.5950132	1.04156044	1.020785868	2015	2.6	30	2008	32.6
248	ABCO	AMRC	AMRC-NE	36	1940	0	0	18	202	0.68	Data_Sheet_AMRC_NE_JUL_20_16	7/20/2016	9/9/9999	0	VF HH	CECO	1080	48.24074074	7	Shrubs_Summer17_AMRC_KindleFire_Sep11	5.2	4.4	4	39.23866149	-120.5950132	1.033969584	1.032974773	2015	2.9	25.3	2008	28.2
249	ABCO	AMRC	AMRC-NE	43	1940	0	0	18	202	0.94	Data_Sheet_AMRC_NE_JUL_20_16	7/20/2016	9/9/9999	0	VF HH	CECO	1080	48.24074074	7	Shrubs_Summer17_AMRC_KindleFire_Sep11	5.8	6.5	4	39.23866149	-120.5950132	1.033969584	1.032974773	2015	4.2	27.6	2008	31.8
250	ABCO	AMRC	AMRC-3	41	1685	0	0	4	14	1.2	Data_Sheet_AMRC_3_JUL_20_2016(1).xlsx	7/20/2016	9/9/9999	0	VF HH	ARPA	740	73.64864865	7	Shrubs_Summer17_AMRC_2_Sep12	12.5	12	3	39.219178	-120.635357	0.922190606	0.92599428	2015	1.4	21.8	2008	23.2
251	PIPO	AMRC	AMRC-3	25	1684	0	0	2	14	0.63	Data_Sheet_AMRC_3_JUL_20_2016(1).xlsx	7/20/2016	9/9/9999	0	VF HH	CECO	600	56.83333333	7	Shrubs_Summer17_AMRC_2_Sep12	5	5	3	39.21927981	-120.6354794	0.943954998	0.945857994	2015	3.8	8.7	2008	12.5
252	ABCO	AMRC	AMRC-3	35	1684	0	0	2	14	1.17	Data_Sheet_AMRC_3_JUL_20_2016(1).xlsx	7/20/2016	9/9/9999	0	VF HH	ARPA	640	58.4375	7	Shrubs_Summer17_AMRC_2_Sep12	9.9	9.7	3	39.21927981	-120.6354794	0.943954998	0.945857994	2015	1.2	25.5	2008	26.7
253	ABCO	AMRC	AMRC-3	62	1681	0	0	6	324	1.25	Data_Sheet_AMRC_3_JUL_20_2016(1).xlsx	7/20/2016	9/9/9999	0	VF HH	CECO	790	68.73417722	7	Shrubs_Summer17_AMRC_KindleFire_Sep12_1234	12.6	15.7	3	39.219158	-120.636404	0.907840614	0.940719496	2015	15	29.9	2008	44.9
254	ABCO	AMRC	AMRC-3	72	1681	0	0	6	324	1.7	Data_Sheet_AMRC_3_JUL_20_2016(1).xlsx	7/20/2016	9/9/9999	0	VF HH	CECO	790	68.73417722	7	Shrubs_Summer17_AMRC_KindleFire_Sep12_1234	20.5	22.2	3	39.219158	-120.636404	0.907840614	0.940719496	2015	17.6	39	2008	56.6
255	ABCO	AMRC	AMRC-3	40	1680.5	0	0	7	336	1.24	Data_Sheet_AMRC_3_JUL_21_2016.xlsx	7/21/2016	9/9/9999	0	VF HH	CECO	890	84.49438202	7	Shrubs_Summer17_AMRC_KindleFire_Sep12_1234	11.9	11.7	3	39.21920238	-120.6364516	0.891552273	0.924163968	2015	1.8	27.7	2008	29.5
256	ABCO	AMRC	AMRC-3	55	1680	0	0	5	342	1.32	Data_Sheet_AMRC_3_JUL_20_2016(1).xlsx	7/20/2016	9/9/9999	0	VF HH	CECO	710	77.04225352	7	Shrubs_Summer17_AMRC_2_Sep12	13.6	14	3	39.21924676	-120.6364993	0.911847407	0.932728687	2015	5.7	28.6	2008	34.3
257	ABCO	AMRC	AMRC-3	39	1680	0	0	5	342	1.21	Data_Sheet_AMRC_3_JUL_20_2016(1).xlsx	7/20/2016	9/9/9999	0	VF HH	CECO	780	73.20512821	7	Shrubs_Summer17_AMRC_2_Sep12	11.7	11.6	3	39.21924676	-120.6364993	0.911847407	0.932728687	2015	4.6	20.9	2008	25.5
258	ABCO	AMRC	AMRC-3	62	1682	0	0	4	341	1.65	Data_Sheet_AMRC_3_JUL_21_2016.xlsx	7/21/2016	9/9/9999	0	VF HH	CECO	880	65	7	Shrubs_Summer17_AMRC_2_Sep12	19.1	17.5	3	39.21905821	-120.6364293	0.923024767	0.940076392	2015	12.9	29.5	2008	42.4
259	PIPO	AMRC	AMRC-3	59	1683	0	0	4	340	1.05	Data_Sheet_AMRC_3_JUL_21_2016.xlsx	7/21/2016	9/9/9999	0	VF HH	CECO	830	43.97590361	7	Shrubs_Summer17_AMRC_2_Sep12	10.4	9.9	3	39.21898947	-120.6363746	0.923221275	0.940606669	2015	8.78	17	2008	25.78
260	PIPO	AMRC	AMRC-3	29	1683	0	0	2	346	0.82	Data_Sheet_AMRC_3_JUL_21_2016.xlsx	7/21/2016	9/9/9999	0	VF HH	ARPA	780	53.07692308	7	Shrubs_Summer17_AMRC_2_Sep12	7.6	7.7	3	39.2189276	-120.6361699	0.943958169	0.951616312	2015	2.6	16.3	2008	18.9
262	PIPO	AMRC	AMRC-3	67	1681	0	0	3	350	1.72	Data_Sheet_AMRC_3_JUL_21_2016.xlsx	7/21/2016	9/9/9999	0	VF HH	CECO	940	54.68085106	7	Shrubs_Summer17_AMRC_KindleFire_Sep12_1234	13.9	13.8	3	39.219085	-120.636132	0.932798516	0.943172209	2015	12.2	36.4	2008	48.6
263	ABCO	AMRC	AMRC-3	91	1682	0	0	3	347	1.84	Data_Sheet_AMRC_3_JUL_21_2016.xlsx	7/21/2016	9/9/9999	0	VF HH	CECO	1020	70.39215686	7	Shrubs_Summer17_AMRC_2_Sep12	20.7	21.5	3	39.219089	-120.635996	0.93306178	0.944273465	2015	12.9	45.3	2008	58.2
264	ABCO	AMRC	AMRC-3	63	1684	0	0	3	347	1.6	Data_Sheet_AMRC_3_JUL_21_2016.xlsx	7/21/2016	9/9/9999	0	VF HH	ARPA	970	75.97938144	7	Shrubs_Summer17_AMRC_2_Sep12	12.4	12.6	3	39.21903707	-120.6355556	0.93306225	0.944273935	2015	4	33.4	2008	37.4
265	ABCO	AMRC	AMRC-3	30	1684	0	0	3	347	0.89	Data_Sheet_AMRC_3_JUL_21_2016.xlsx	7/21/2016	9/9/9999	0	VF HH	CECO	1110	77.11711712	7	Shrubs_Summer17_AMRC_2_Sep12	4.7	4.8	3	39.21903707	-120.6355556	0.93306225	0.944273935	2015	1.2	21.7	2008	22.9
153	PIPO	FRDS	FRDS-SE	52	1316	738851	4298772	20	253	1.15	Data_Sheet_FRDS_SE_JUL_1	7/1/2016	9/9/9999	0	CT vf	CHFO	890	36.96629213	11	Shrubs_Summer17_Sep1_iPad	15	14	2	38.77669249	-120.2917578	0.937137536	1.034496162	2015	5.9	28.4	2004	34.3
155	PIPO	FRDS	FRDS-SE	NA	1316	738851	4298772	21	190	0.91	Data_Sheet_FRDS_SE_JUL_1	7/1/2016	9/9/9999	0	CT vf	CHFO	1040	89.32692308	11	Shrubs_Summer17_Sep1_iPad	NA	NA	2	38.77740952	-120.2927989	1.053184655	1.024570389	2015	4.2	33.24671084	2004	37.44671084
194	PIPO	FRDS	FRDS-SE	76	1366	0	0	19	220	2.63	Data_Sheet_FRDS_SE_JUL_8_2016	7/8/2016	9/9/9999	0	vf hh	CHFO	750	88.66666667	11	Shrubs_Summer17_Sep1_iPad	30.6	30.8	2	38.7767738	-120.2920097	1.014838221	1.050954285	2015	8.8	39.9	2004	48.7
